Time elapsed was 90756ns or 0.000090756 s
Time elapsed was 68453ns or 0.000068453 s
Time elapsed was 64114ns or 0.000064114 s
Time elapsed was 63342ns or 0.000063342 s
Time elapsed was 66958ns or 0.000066958 s
Time elapsed was 69350ns or 0.000069350 s
Time elapsed was 66177ns or 0.000066177 s
Time elapsed was 63166ns or 0.000063166 s
Time elapsed was 66466ns or 0.000066466 s
Time elapsed was 66623ns or 0.000066623 s
