Time elapsed was 92701674ns or 0.092701674s
Time elapsed was 93100996ns or 0.093100996s
Time elapsed was 93927312ns or 0.093927312s
Time elapsed was 92569035ns or 0.092569035s
Time elapsed was 92838982ns or 0.092838982s
Time elapsed was 93045481ns or 0.093045481s
Time elapsed was 92825703ns or 0.092825703s
Time elapsed was 95046020ns or 0.095046020s
Time elapsed was 92716265ns or 0.092716265s
Time elapsed was 92976168ns or 0.092976168s
